,Name,RA (deg),DEC (deg),Signif_Avg,Pivot_Energy,Flux1000,Energy_Flux100,PL_Flux_Density,PL_Index,LP_Flux_Density,LP_Index,LP_beta,LP_SigCurv,PLEC_Flux_Density,PLEC_IndexS,PLEC_ExpfactorS,PLEC_Exp_Index,PLEC_SigCurv,Npred,Variability_Index,Frac_Variability,CLASS1,CLASS2
0,4FGL J0000.3-7355 ,0.0983,0.0983,7.459561,2329.5903,1.3922165e-10,1.5810995e-12,2.6104344e-14,2.1796901,2.904301e-14,2.0636854,0.09193873,0.74925256,2.9184798e-14,1.9930127,0.1506087,0.6666667,1.2923392,305.21463,14.60247,0.21577747,     ,          
1,4FGL J0000.5+0743 ,0.1375,0.1375,5.2717257,1304.1947,1.951913e-10,1.1218961e-12,1.0399313e-13,2.3496938,1.5755676e-13,2.0695906,0.4544114,2.5498872,1.4754051e-13,1.9980952,0.5862203,0.6666667,2.5328138,197.2441,25.399525,0.6875743,     ,          
2,4FGL J0000.7+2530 ,0.1878,0.1878,4.1774826,6318.94,7.202151e-11,8.571274e-13,2.0580571e-15,1.8528031,3.0437606e-15,1.646164,0.37635794,1.4711385,3.0794664e-15,1.5078301,0.720244,0.6666667,1.5629383,87.70652,13.650518,0.0,     ,          
3,4FGL J0001.2+4741 ,0.3126,0.3126,4.6926,2420.5752,1.2597956e-10,1.4994537e-12,2.1560312e-14,2.2716956,2.1965499e-14,2.2540812,0.012156134,0.08389318,2.228697e-14,2.2196424,0.029461507,0.6666667,0.3377229,293.14978,25.313953,0.67588246,bcu  ,          
4,4FGL J0001.2-0747 ,0.3151,0.3151,23.782486,1721.6039,7.471219e-10,8.339171e-12,2.656894e-13,2.1166923,2.842831e-13,2.0789266,0.051182024,1.6977366,2.813444e-13,2.0466042,0.063211724,0.6666667,1.8929281,1192.3519,46.780693,0.40656525,bll  ,          
5,4FGL J0001.4-0010 ,0.3717,0.3717,4.900018,4307.0825,1.0822458e-10,1.2313846e-12,6.067356e-15,1.9391596,6.4888174e-15,1.6612232,0.13243835,0.42502323,6.563064e-15,1.6024927,0.17971827,0.6666667,0.99541086,131.81041,9.272764,0.0,bll  ,          
6,4FGL J0001.5+2113 ,0.3815,0.3815,54.653084,329.77374,1.3473536e-09,2.555889e-11,4.683598e-11,2.65406,5.3715615e-11,2.5141594,0.15931939,8.188197,5.1805248e-11,2.4777408,0.19254948,0.6666667,8.311852,5747.4307,1910.9358,0.9961379,fsrq ,          
7,4FGL J0001.6+3503 ,0.4098,0.4098,6.093011,1339.839,2.0787401e-10,9.719669e-13,9.539911e-14,2.3686411,1.6217381e-13,1.8829328,0.7292646,3.1086838,1.5500342e-13,1.8329406,1.0495378,0.6666667,3.1780875,194.70065,7.702316,0.0,     ,          
8,4FGL J0001.6-4156 ,0.4165,0.4165,15.724365,4047.03,2.8218167e-10,3.5604755e-12,1.8815414e-14,1.7751755,2.131597e-14,1.6938646,0.07275369,1.5178293,2.0506261e-14,1.6662233,0.06496242,0.6666667,1.572164,334.99948,26.393343,0.49097705,bcu  ,          
9,4FGL J0001.8-2153 ,0.4647,0.4647,4.578068,4429.934,9.04753e-11,1.0611143e-12,4.94271e-15,1.8766632,7.494641e-15,1.7166204,0.40580785,1.2849038,7.669335e-15,1.5519413,0.7522361,0.6666667,1.4823024,111.2878,24.557972,0.90285075,bcu  ,          
10,4FGL J0002.1-6728 ,0.5378,0.5378,15.477391,3140.7434,2.5888083e-10,2.3898186e-12,2.5782966e-14,1.8477732,3.199995e-14,1.593436,0.18679024,3.089015,3.004925e-14,1.557752,0.19162609,0.6666667,3.203406,223.13884,12.5307255,0.17425367,bll  ,          
11,4FGL J0002.1+6721c,0.5419,0.5419,7.7469087,1662.999,6.2636196e-10,6.1827162e-12,2.113614e-13,2.57087,2.8922353e-13,2.7123258,0.2591686,3.536637,2.895886e-13,2.5423326,0.5130299,0.6666667,3.3542378,1022.4978,10.411502,0.0,unk  ,          
12,4FGL J0002.3-0815 ,0.5937,0.5937,5.100236,3399.5938,1.1913824e-10,1.3253205e-12,1.01222385e-14,2.0920746,1.2610082e-14,2.0607266,0.14686869,1.179114,1.1527471e-14,2.0001626,0.121260665,0.6666667,0.87245125,183.95988,13.0142145,0.09686208,bcu  ,          
13,4FGL J0002.4-5156 ,0.6131,0.6131,4.559291,4073.996,7.802861e-11,8.9724745e-13,4.920186e-15,1.9144565,6.868274e-15,1.535265,0.36898673,1.8631423,6.367126e-15,1.4954993,0.43278491,0.6666667,1.8100272,115.47222,17.68631,0.5716937,bcu  ,          
14,4FGL J0002.7+7220 ,0.6786,0.6786,5.0426154,2728.8484,2.5682836e-10,3.6583774e-12,3.164009e-14,2.4712794,3.671505e-14,2.451493,0.14088382,1.2504561,3.7020774e-14,2.3575091,0.26714754,0.6666667,1.4202507,542.64154,14.036659,0.18323715,spp  ,          
15,4FGL J0002.8+6217 ,0.7201,0.7201,32.33151,1307.4612,2.4692366e-09,1.8815801e-11,1.5025588e-12,2.4791055,2.1155942e-12,2.3609858,0.39588466,11.000744,2.066273e-12,2.2513924,0.63310885,0.6666667,11.235169,3353.8003,13.166126,0.047219034,PSR  ,          
16,4FGL J0003.1-5248 ,0.7817,0.7817,17.978788,3392.6858,3.4436592e-10,3.957909e-12,3.081855e-14,1.9155122,3.3166585e-14,1.8593991,0.04737345,1.1180731,3.3193368e-14,1.8068869,0.06532837,0.6666667,1.7251763,511.23166,7.9984255,0.0,bcu  ,          
17,4FGL J0003.2+2207 ,0.8058,0.8058,5.148481,4582.178,9.928427e-11,6.386718e-13,5.1581596e-15,2.1164167,1.0684075e-14,1.8975306,0.9998927,3.0382462,1.2181972e-14,1.4837914,3.131537,0.6666667,3.2017603,50.448303,12.451856,0.0,bll  ,          
18,4FGL J0003.3+2511 ,0.8323,0.8323,7.7400594,1156.5654,2.4506153e-10,1.7005101e-12,1.9842446e-13,2.3491542,2.647782e-13,2.1875904,0.34205762,2.5568552,2.6384903e-13,2.0695705,0.61170757,0.6666667,2.6097953,349.13754,7.7324977,0.0,     ,          
19,4FGL J0003.3-1928 ,0.8465,0.8465,16.580942,1021.7992,4.2482515e-10,3.218208e-12,4.5495297e-13,2.28195,5.614109e-13,2.1029518,0.23374993,3.752933,5.536667e-13,2.0047977,0.39321855,0.6666667,3.8952513,615.14264,49.879936,0.5918794,bcu  ,          
20,4FGL J0003.3-5905 ,0.8483,0.8483,6.9098167,1740.5126,1.2143381e-10,1.447419e-12,4.3985042e-14,2.2739096,4.3485767e-14,2.2789261,-0.0060784863,0.08771187,4.5094425e-14,2.232817,0.026179725,0.6666667,0.4040691,324.05234,10.1481495,0.0,bcu  ,          
21,4FGL J0003.5+0717 ,0.8796,0.8796,4.889448,2149.7136,1.5356723e-10,8.080546e-13,2.7537173e-14,2.2172673,4.201748e-14,1.9643838,0.46479648,2.2953403,3.9628613e-14,1.8657093,0.6430046,0.6666667,2.2780368,108.69174,10.951773,0.0,bcu  ,          
22,4FGL J0003.6+3059 ,0.9045,0.9045,13.172206,1348.3098,4.4448853e-10,2.0870452e-12,2.0805243e-13,2.2286355,3.204666e-13,1.7238791,0.6645426,5.067807,3.0448712e-13,1.7056643,0.8940235,0.6666667,5.128451,381.65442,5.0929747,0.0,     ,          
23,4FGL J0003.9-1149 ,0.9986,0.9986,12.557568,1362.5696,3.3126035e-10,2.3655015e-12,1.7159216e-13,2.1779604,2.1293689e-13,2.0099006,0.20197165,2.8676007,2.0181754e-13,1.9493916,0.23958421,0.6666667,2.8963811,375.41068,7.3579965,0.0,bll  ,          
24,4FGL J0004.0+5715 ,1.0017,1.0017,8.703577,1393.3397,3.8982126e-10,3.637938e-12,2.182854e-13,2.4473314,2.632486e-13,2.370576,0.15283282,2.2220757,2.5539857e-13,2.2831337,0.22264941,0.6666667,2.3685355,703.2679,12.611354,0.1602818,     ,          
25,4FGL J0004.0+0840 ,1.0073,1.0073,7.296362,2901.4053,1.7724999e-10,1.1514595e-12,1.9492112e-14,2.002625,2.9070716e-14,1.5944289,0.43757898,2.8244255,2.7405644e-14,1.5253342,0.5812807,0.6666667,2.8292837,100.07851,15.3058,0.35787228,bll  ,          
26,4FGL J0004.3+4614 ,1.0757,1.0757,11.401194,683.0358,3.8481487e-10,5.1593144e-12,1.5384192e-12,2.5879583,1.7702658e-12,2.490068,0.13974935,2.7210958,1.7428504e-12,2.4101946,0.2130686,0.6666667,3.1470408,1253.9669,139.03676,1.0162235,fsrq ,          
27,4FGL J0004.4-4737 ,1.1091,1.1091,19.655312,848.0162,3.898786e-10,5.355802e-12,8.389526e-13,2.4382217,9.096001e-13,2.393472,0.07083268,1.8240466,8.9832666e-13,2.3518882,0.094646916,0.6666667,2.147314,1296.271,153.28648,0.82349813,fsrq ,          
28,4FGL J0004.4-4001 ,1.1184,1.1184,10.598981,1795.43,2.2972318e-10,2.6338111e-12,7.6406444e-14,2.2029738,8.549002e-14,2.169249,0.09274166,1.2740239,7.9703876e-14,2.1592555,0.046466835,0.6666667,0.7329411,506.50076,35.728073,0.6641294,     ,          
29,4FGL J0005.6+6746c,1.4155,1.4155,4.876735,1293.7275,4.045122e-10,4.427532e-12,2.3955976e-13,2.629073,4.024291e-13,2.9045646,0.414182,3.218541,4.0179936e-13,2.732358,0.92383736,0.6666667,2.992477,779.9364,14.458281,0.17280307,     ,          
30,4FGL J0005.9+3824 ,1.4986,1.4986,16.606976,495.8548,4.0120826e-10,6.475134e-12,4.1694825e-12,2.6222498,5.0572333e-12,2.5237925,0.18572,3.510134,4.820664e-12,2.4745815,0.22591884,0.6666667,3.2330422,1593.8739,41.211475,0.36480123,fsrq ,          
31,4FGL J0006.3-1813 ,1.5776,1.5776,4.067397,2248.9795,9.017888e-11,1.0248796e-12,1.825831e-14,2.1816247,1.9263816e-14,2.1359594,0.044762313,0.3089129,1.9336302e-14,2.0741491,0.083006136,0.6666667,0.54304695,170.88998,14.360739,0.0,     ,          
32,4FGL J0006.3-0620 ,1.5992,1.5992,5.253405,2238.374,1.2675634e-10,1.4257431e-12,2.5905727e-14,2.1502833,3.116252e-14,2.1237488,0.12460078,1.0373725,2.7958928e-14,2.0932329,0.06880088,0.6666667,0.6211362,212.50273,23.379368,0.4856095,bll  ,          
33,4FGL J0006.4+0135 ,1.6094,1.6094,6.518696,2320.7866,1.6665398e-10,1.0386839e-12,2.7595524e-14,2.0807567,3.767097e-14,1.7125118,0.3439277,2.0740771,3.4691556e-14,1.7019325,0.3649277,0.6666667,2.005387,108.40291,4.8810477,0.0,bll  ,          
34,4FGL J0006.4-5621 ,1.6103,1.6103,4.604296,994.70245,8.951057e-11,1.2930864e-12,1.3465006e-13,2.4835656,1.6371728e-13,2.4229586,0.17632642,1.1699522,1.7224827e-13,2.3264725,0.48979986,0.6666667,1.1556263,337.46603,11.135396,0.0,bll  ,          
35,4FGL J0006.6+4618 ,1.6697,1.6697,6.035199,5018.583,8.8621145e-11,7.549791e-13,4.656461e-15,1.9979744,8.1266924e-15,1.5220712,0.6968835,2.7792602,7.696397e-15,1.3792635,1.0807177,0.6666667,2.7886636,53.51678,10.761493,0.0,     ,          
36,4FGL J0007.0+7303 ,1.768,1.768,370.99152,2213.566,6.628878e-08,4.3159867e-10,1.1136689e-11,2.0386937,1.6082753e-11,2.0787308,0.27829406,76.61577,1.6034736e-11,1.9733529,0.4950305,0.5399287,77.754745,50981.598,3.7730365,0.0,PSR  ,          
37,4FGL J0007.4-0322 ,1.8629,1.8629,5.634652,7205.434,6.043452e-11,6.4009545e-13,1.9688061e-15,1.9171419,4.225462e-15,1.6923114,0.992813,2.871277,4.6014967e-15,1.4754533,2.4203224,0.6666667,2.917464,26.903454,11.185218,0.0,     ,          
38,4FGL J0007.7+4008 ,1.9275,1.9275,15.048488,1652.091,4.4584436e-10,3.4317308e-12,1.584782e-13,2.1395662,1.7997894e-13,1.9320873,0.14544457,2.4661615,1.7450107e-13,1.8870853,0.17337438,0.6666667,2.9028094,537.64557,35.662487,0.51003826,bcu  ,          
39,4FGL J0008.0+4711 ,2.0024,2.0024,53.222885,1333.5521,2.0905304e-09,1.8770312e-11,1.1528478e-12,2.0533266,1.2309409e-12,1.9260442,0.07583693,4.326955,1.1963606e-12,1.9169598,0.067472674,0.6666667,5.119648,2818.796,5.7724886,0.0,bll  ,          
40,4FGL J0008.0-3937 ,2.0048,2.0048,5.4371004,774.57764,1.203355e-10,2.0887955e-12,3.8269477e-13,2.6259644,4.8604263e-13,2.603963,0.21909346,1.9140816,4.852676e-13,2.4990366,0.38834628,0.6666667,2.0091176,569.2159,16.605425,0.4244896,bcu  ,          
41,4FGL J0008.4+6926 ,2.1072,2.1072,6.8391633,2969.836,3.4939043e-10,4.4532607e-12,3.6449237e-14,2.3612466,3.9377708e-14,2.3658912,0.057287723,0.9357821,3.896015e-14,2.3012931,0.08596819,0.6666667,0.99741095,665.0558,11.067689,0.059843846,     ,          
42,4FGL J0008.4-2339 ,2.111,2.111,11.4199705,4584.337,1.8154193e-10,2.1522857e-12,9.985923e-15,1.7175813,1.2998328e-14,1.4628757,0.19936693,2.6448889,1.2383861e-14,1.3693906,0.2502987,0.6666667,2.9039402,106.0437,12.519338,0.0,bll  ,          
43,4FGL J0008.4+1455 ,2.1246,2.1246,17.438292,1593.1621,5.1733334e-10,4.330457e-12,1.9542415e-13,2.0788698,2.1926531e-13,1.9379028,0.10533338,2.4028213,2.1075843e-13,1.9111435,0.10478895,0.6666667,2.6328833,574.3895,51.85556,0.65726656,bcu  ,          
44,4FGL J0008.9+2509 ,2.2358,2.2358,3.796634,430.3806,8.034892e-11,2.1021284e-12,1.7256897e-12,2.8859074,2.1050778e-12,2.786317,0.19167049,1.355157,2.093796e-12,2.68567,0.32888702,0.6666667,1.5214483,555.1605,18.01248,0.4830033,     ,          
45,4FGL J0009.1-5012 ,2.2962,2.2962,8.919849,1084.2098,2.0967478e-10,1.9699869e-12,2.1782448e-13,2.394714,2.59255e-13,2.3187165,0.16405652,2.0576196,2.5175744e-13,2.246704,0.22575547,0.6666667,2.0374625,472.5529,13.702948,0.2283066,     ,          
46,4FGL J0009.1+0628 ,2.2973,2.2973,17.222412,1643.1923,5.179052e-10,5.8245175e-12,2.0571344e-13,2.1497757,2.2124522e-13,2.1215103,0.047164176,1.352739,2.1597119e-13,2.0938668,0.04546326,0.6666667,1.4347414,845.2436,14.957571,0.1701378,bll  ,          
47,4FGL J0009.2+6847 ,2.3045,2.3045,11.461489,1193.2109,7.697449e-10,7.913231e-12,6.324503e-13,2.618028,9.574356e-13,2.7924023,0.4263482,5.7543583,9.623437e-13,2.6298409,0.855477,0.6666667,5.523809,1515.4795,14.668602,0.15979593,     ,          
48,4FGL J0009.2+1745 ,2.3077,2.3077,6.828851,912.1371,2.1261977e-10,1.5374994e-12,3.0529404e-13,2.4910705,4.230987e-13,2.1394775,0.40445447,2.7511468,4.0764402e-13,2.0596397,0.5846826,0.6666667,2.8879962,320.76904,13.497129,0.0,     ,agn       
49,4FGL J0009.3+5030 ,2.3466,2.3466,61.801743,1379.1864,2.489704e-09,2.2921384e-11,1.2287697e-12,1.9903688,1.3288885e-12,1.8838742,0.06952761,5.27194,1.2828668e-12,1.873619,0.05696256,0.6666667,5.7088637,3263.3862,204.73532,0.40872404,bll  ,          
50,4FGL J0009.7-1418 ,2.4403,2.4403,9.192537,789.4027,2.0464364e-10,2.9194284e-12,5.41189e-13,2.4726083,6.0984534e-13,2.439668,0.08541877,1.323371,5.714989e-13,2.423908,0.0544987,0.6666667,0.9100672,627.22363,13.865791,0.24172565,     ,          
51,4FGL J0009.7-3217 ,2.4443,2.4443,9.069724,1571.5107,2.0176022e-10,2.3561897e-12,9.116199e-14,2.2399142,9.905318e-14,2.2020462,0.05805715,0.9210496,9.588122e-14,2.1817899,0.051390607,0.6666667,0.8580055,459.68604,27.936226,0.5739513,rdg  ,          
52,4FGL J0009.8-4317 ,2.4533,2.4533,12.9079275,1693.8844,2.4143737e-10,2.7330816e-12,9.0424365e-14,2.1706803,9.062501e-14,2.1687417,0.0005519108,0.0,9.2819334e-14,2.1380284,0.021499453,0.6666667,0.5237753,508.88492,13.812,0.19140024,bll  ,          
53,4FGL J0009.8+1340 ,2.4653,2.4653,4.834968,3366.887,1.1033495e-10,1.227029e-12,9.7369995e-15,2.0345724,1.519038e-14,1.51148,0.7426486,1.8656766,1.416714e-14,1.5187393,0.9460288,0.6666667,1.892855,157.58145,11.894109,0.0,bcu  ,          
54,4FGL J0009.8-6358 ,2.4743,2.4743,4.4170456,420.47327,5.3257607e-11,1.5062799e-12,1.3019783e-12,2.930749,1.3011705e-12,2.9301896,-0.013547711,0.19485146,1.3340889e-12,2.9062848,0.010774811,0.6666667,0.15780993,479.46335,12.618604,0.10057781,bcu  ,          
55,4FGL J0009.9+2810 ,2.4973,2.4973,4.9171906,2702.8801,1.1474797e-10,1.2890672e-12,1.5644627e-14,2.1457472,1.6539145e-14,2.1020706,0.036489725,0.31024846,1.6949112e-14,2.0269704,0.08824035,0.6666667,0.7652067,214.02536,14.489807,0.1055364,     ,          
56,4FGL J0010.1+1631 ,2.5346,2.5346,4.2418084,3821.4727,9.03838e-11,1.0039629e-12,6.0944656e-15,2.0615115,6.902785e-15,1.9926019,0.08980131,0.67767495,6.932663e-15,1.8630223,0.14639395,0.6666667,0.8047167,137.94066,10.8506,0.0,     ,          
57,4FGL J0010.2-2431 ,2.5602,2.5602,4.659639,2286.6467,9.144209e-11,1.0254774e-12,1.7845861e-14,2.1390226,2.2527007e-14,2.0122514,0.15119103,1.0698946,2.137294e-14,1.9770983,0.15758966,0.6666667,1.1033353,171.26395,10.5596695,0.0,     ,          
58,4FGL J0010.6+2043 ,2.6502,2.6502,5.385664,1318.4822,1.492397e-10,1.9530738e-12,1.0727631e-13,2.3900635,1.1624264e-13,2.3289845,0.07038872,0.6575004,1.1427419e-13,2.2986174,0.081053816,0.6666667,0.7023234,384.055,30.502176,0.82655686,fsrq ,          
59,4FGL J0010.6-3025 ,2.6675,2.6675,21.514336,606.61017,4.989193e-10,5.36659e-12,2.2436983e-12,2.4249508,2.5821133e-12,2.2681289,0.15624313,3.686153,2.4914792e-12,2.2307892,0.18614309,0.6666667,3.7810788,1252.1509,168.7764,0.8408478,fsrq ,          
60,4FGL J0010.8-2154 ,2.7174,2.7174,6.078229,1205.2603,1.216718e-10,1.5752479e-12,1.07739725e-13,2.3785787,1.05438865e-13,2.3885586,-0.014169261,0.24914922,1.09045036e-13,2.3635647,0.009580849,0.6666667,0.2172243,333.74478,11.98323,0.06835933,bcu  ,          
61,4FGL J0011.4-4110 ,2.8502,2.8502,4.621972,1013.24194,9.1315996e-11,1.3458987e-12,1.3267706e-13,2.5006473,1.4842755e-13,2.4800832,0.08663003,0.7645527,1.4544737e-13,2.4237998,0.10815974,0.6666667,0.69156396,341.43195,7.678005,0.0,bcu  ,          
62,4FGL J0011.4+0057 ,2.8551,2.8551,22.528837,757.1697,7.1480244e-10,7.4363736e-12,1.7565124e-12,2.353539,1.8841597e-12,2.2449186,0.08350547,2.3291864,1.8518804e-12,2.2044785,0.104880914,0.6666667,2.9342022,1359.2142,231.06699,0.9843933,fsrq ,          
63,4FGL J0011.8-3142 ,2.9547,2.9547,6.3314443,4122.475,1.1150496e-10,1.2671117e-12,6.7962663e-15,1.9424331,7.403484e-15,1.8673143,0.054083645,0.39660972,7.22881e-15,1.8596361,0.046697665,0.6666667,0.60078025,159.12161,24.585592,0.7701824,bcu  ,          
64,4FGL J0012.0+7043 ,3.0032,3.0032,9.391647,2268.2227,4.022406e-10,5.20278e-12,7.916766e-14,2.3775566,8.007994e-14,2.3748841,0.008144872,0.19266847,8.129675e-14,2.3453662,0.028856866,0.6666667,0.59173965,833.549,18.99713,0.38176164,bcu  ,          
65,4FGL J0013.0+3355 ,3.2636,3.2636,6.5038724,1856.102,1.5181205e-10,1.7927968e-12,4.7398734e-14,2.2591548,5.383348e-14,2.1887255,0.09959833,1.1006334,5.3685836e-14,2.1041152,0.1617814,0.6666667,1.4236654,345.9419,59.59149,1.2553804,fsrq ,          
66,4FGL J0013.1-3955 ,3.2802,3.2802,21.544607,1488.8416,5.226114e-10,4.1265546e-12,2.2209536e-13,2.0539155,2.547879e-13,1.897792,0.1328692,3.2369828,2.4266117e-13,1.8722506,0.12942967,0.6666667,3.2288165,627.6773,24.301222,0.29586396,bll  ,          
67,4FGL J0013.4+0950 ,3.3544,3.3544,7.551163,5697.543,1.7787763e-10,2.0115164e-12,5.7242893e-15,1.9560379,4.853174e-15,2.018278,-0.07006734,1.2082286,5.57495e-15,1.9888783,-0.01681455,0.6666667,0.3325432,220.32492,18.240509,0.32545438,bcu  ,          
68,4FGL J0013.6+4051 ,3.4014,3.4014,6.9719143,1961.4095,1.6788426e-10,2.016667e-12,4.63936e-14,2.2855616,4.1139828e-14,2.3133092,-0.06169112,1.2372437,4.494657e-14,2.335952,-0.024818573,0.6666667,0.98312575,404.37473,10.474953,0.0,agn  ,          
69,4FGL J0013.6-0424 ,3.4208,3.4208,6.9281654,2865.4507,1.9312094e-10,2.1614006e-12,2.3299584e-14,2.1303787,2.2311896e-14,2.144674,-0.032258052,0.51361114,2.2982337e-14,2.15769,-0.016382312,0.6666667,0.38617444,306.3809,12.135636,0.0,fsrq ,          
70,4FGL J0013.9-1854 ,3.4804,3.4804,13.283562,3038.3286,2.707388e-10,3.0871711e-12,2.987805e-14,1.9337118,3.072711e-14,1.9128351,0.016906332,0.3299658,3.0246594e-14,1.9134866,0.008789189,0.6666667,0.30900759,355.40732,8.941787,0.0,bll  ,          
71,4FGL J0014.1+1910 ,3.5368,3.5368,9.706582,1171.6648,2.4721702e-10,3.2189256e-12,2.3493463e-13,2.3846972,2.7002914e-13,2.2974215,0.12494311,1.6737201,2.6693304e-13,2.224478,0.1907471,0.6666667,1.952549,627.14075,47.450222,0.8344805,bll  ,          
72,4FGL J0014.1-5022 ,3.5479,3.5479,13.581517,2206.9182,2.9863176e-10,3.3300027e-12,6.275207e-14,2.1108487,6.261662e-14,2.1057856,-0.00039478616,0.0,6.3464025e-14,2.0905557,0.009285941,0.6666667,0.27100888,585.95245,11.309005,0.16137516,bll  ,          
73,4FGL J0014.2+0854 ,3.5695,3.5695,4.3616023,1183.0747,1.5047691e-10,2.1929125e-12,1.4769608e-13,2.4910736,1.4420716e-13,2.4932685,-0.011927529,0.13769804,1.4446196e-13,2.5121467,-0.014392141,0.6666667,0.3698376,430.95844,12.518306,0.2622031,bll  ,          
74,4FGL J0014.3-0500 ,3.5864,3.5864,13.097052,1642.3925,4.03784e-10,5.2041947e-12,1.7107665e-13,2.373674,1.8162854e-13,2.3620024,0.050394755,1.0103936,1.803776e-13,2.322968,0.06812982,0.6666667,1.1292784,952.87195,24.513874,0.3875091,bcu  ,          
75,4FGL J0014.7+5801 ,3.6867,3.6867,10.8295,7818.3843,1.7635499e-10,2.5715153e-12,4.621894e-15,1.7331133,5.9158242e-15,1.5026922,0.18281102,2.2758946,5.3417807e-15,1.5093602,0.1430778,0.6666667,2.0497475,134.22015,11.195417,0.09953003,bll  ,          
76,4FGL J0014.8+6118 ,3.7212,3.7212,17.677473,3304.028,7.8483164e-10,6.474739e-12,7.0804345e-14,2.0416753,8.375756e-14,1.8744514,0.14680266,3.45968,8.027288e-14,1.8221021,0.17017584,0.6666667,3.6925263,745.1524,12.274307,0.0,bcu  ,          
77,4FGL J0014.9+3212 ,3.7268,3.7268,15.156148,568.5769,3.522233e-10,4.8431268e-12,2.293789e-12,2.5560217,2.8433612e-12,2.4529133,0.20915185,3.5913491,2.7333264e-12,2.3866339,0.28416845,0.6666667,3.3673017,1188.018,42.14543,0.5126944,bcu  ,          
78,4FGL J0015.2+3537 ,3.8247,3.8247,5.7715893,4917.393,1.0141965e-10,1.129644e-12,4.180248e-15,2.020398,3.7626775e-15,2.0326061,-0.048385143,0.7612775,4.1106018e-15,2.04601,-0.014951666,0.6666667,0.24517813,162.92691,14.718567,0.0,bll  ,          
79,4FGL J0015.6+5551 ,3.9071,3.9071,13.679805,6877.4185,3.3723335e-10,4.0167453e-12,8.246098e-15,1.8515236,8.0538645e-15,1.8640115,-0.01332354,0.3005343,8.493977e-15,1.8147445,0.020526418,0.6666667,0.5221982,427.50363,11.952563,0.1367794,bll  ,          
80,4FGL J0015.9+2440 ,3.9917,3.9917,10.702024,2290.9126,2.416601e-10,2.7089858e-12,4.6972842e-14,2.1373396,4.621319e-14,2.145758,-0.010939418,0.23325011,4.7667863e-14,2.097553,0.019858073,0.6666667,0.41416502,435.0249,14.983067,0.19712903,bll  ,          
81,4FGL J0016.2-0016 ,4.061,4.061,20.80347,440.32785,4.017602e-10,8.140275e-12,6.963467e-12,2.7242568,8.324399e-12,2.6355696,0.18610372,4.2777357,8.080219e-12,2.5713882,0.25978217,0.6666667,4.2244315,1824.5355,101.33365,0.5474806,fsrq ,          
82,4FGL J0016.5+1702 ,4.1396,4.1396,5.214376,528.5462,1.2434209e-10,2.5199875e-12,1.2266434e-12,2.7302923,1.4236458e-12,2.6466584,0.14123185,1.2302916,1.4013673e-12,2.577124,0.20538463,0.6666667,1.390348,591.7981,25.678347,0.59349287,fsrq ,          
83,4FGL J0017.0-0649 ,4.2635,4.2635,17.325022,1300.6196,4.6184587e-10,5.474359e-12,3.2302343e-13,2.265173,3.4730424e-13,2.2327504,0.05296678,1.3926665,3.3788095e-13,2.209121,0.045950424,0.6666667,1.3076707,921.85,40.29398,0.39170718,bcu  ,          
84,4FGL J0017.1-4605 ,4.2973,4.2973,7.118736,388.25943,8.6078554e-11,2.3315189e-12,2.563332e-12,2.905989,2.6862314e-12,2.8922637,0.03193927,0.3845076,2.6468005e-12,2.8759532,0.033222936,0.6666667,0.4186654,726.10645,8.144271,0.0,     ,          
85,4FGL J0017.4+6506 ,4.3713,4.3713,4.84385,5284.8345,2.5011626e-10,2.819707e-12,8.008119e-15,2.1580453,9.254418e-15,2.0600398,0.11400223,1.0488887,9.291316e-15,1.9393901,0.195519,0.6666667,1.3400741,332.3657,19.302307,0.29572296,     ,unk       
86,4FGL J0017.5-0514 ,4.3949,4.3949,23.899353,894.58203,7.1459705e-10,9.933278e-12,1.4479364e-12,2.5351584,1.6411511e-12,2.5720809,0.11479245,3.520575,1.5996235e-12,2.503027,0.14744288,0.6666667,2.9722614,2074.383,277.9689,0.9674734,FSRQ ,          
87,4FGL J0017.8+1455 ,4.4711,4.4711,9.16924,1545.2228,2.419702e-10,2.8365092e-12,1.1381153e-13,2.2466593,1.266853e-13,2.173127,0.08439565,1.0698113,1.2858318e-13,2.1252062,0.15385711,0.6666667,1.1978827,481.83942,12.494833,0.22008005,bll  ,          
88,4FGL J0018.4+2946 ,4.6151,4.6151,14.5410185,5291.048,2.5970287e-10,3.4085096e-12,1.0989967e-14,1.7317922,1.2774105e-14,1.6288027,0.08211978,1.6199199,1.2359376e-14,1.5838162,0.083696,0.6666667,1.9214821,281.71423,11.574172,0.058889806,bll  ,          
89,4FGL J0018.8+5112 ,4.7172,4.7172,4.151577,1529.6309,1.322185e-10,1.7513245e-12,6.6874335e-14,2.4025557,7.015349e-14,2.3917205,0.031637367,0.39158812,6.9876945e-14,2.3568816,0.042007737,0.6666667,0.47852248,368.60413,9.995413,0.0,     ,          
90,4FGL J0018.8+2611 ,4.719,4.719,5.6888976,428.1747,1.0069916e-10,2.0651857e-12,1.9948843e-12,2.794101,2.5585985e-12,2.5621738,0.30577433,2.0744073,2.4667159e-12,2.5029895,0.4221987,0.6666667,2.121221,523.5513,27.890223,0.57802415,fsrq ,          
